City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Sabang,ID,5.8933,95.3214,82.49,77,100,20.18,overcast clouds
472,Ewa Beach,US,21.3156,-158.0072,82.35,62,0,11.5,clear sky
473,Kemijarvi,FI,66.7131,27.4306,54.68,71,73,0.56,broken clouds
474,Spitsevka,RU,45.1231,42.5125,72.01,41,1,7.96,clear sky
475,Lokosovo,RU,61.1333,74.8167,64.56,82,4,6.96,light rain
476,Pitimbu,BR,-7.4706,-34.8086,82.99,70,25,15.9,scattered clouds
477,Savannakhet,LA,16.566,104.751,75.18,95,100,12.03,light rain
478,Aksha,RU,50.2814,113.2867,48.83,60,0,5.14,clear sky
479,West Lafayette,US,40.4259,-86.9081,87.01,70,0,8.05,clear sky
480,Nueva Loja,EC,0.0847,-76.8828,84.22,61,75,4.61,broken clouds
481,Tymovskoye,RU,50.8456,142.655,60.55,99,100,3.62,overcast clouds
482,Islahiye,TR,37.025,36.6306,73.76,86,2,6.87,clear sky
483,Dakar,SN,14.6937,-17.4441,86.88,79,20,4.61,few clouds
484,Spornoye,RU,50.8448,37.2913,74.84,47,57,7.36,broken clouds
485,Hamilton,US,39.1834,-84.5333,91.74,67,75,12.66,broken clouds
486,Darab,IR,28.7519,54.5444,96.03,15,1,7.0,clear sky
487,Coihaique,CL,-45.5752,-72.0662,46.35,49,100,0.0,overcast clouds
488,Williston,US,48.147,-103.618,91.81,37,0,4.0,clear sky
489,Maceio,BR,-9.6658,-35.7353,83.64,57,20,11.5,few clouds
490,La Rioja,ES,42.25,-2.5,82.18,37,82,5.59,light rain
491,Klyuchi,RU,52.2667,79.1667,66.18,58,98,7.54,overcast clouds
492,Mannarakkat,IN,10.9833,76.4667,73.94,94,100,8.57,overcast clouds
493,Goderich,CA,43.7501,-81.7165,77.92,88,97,13.8,overcast clouds
494,Wajir,KE,1.7471,40.0573,84.16,37,0,0.0,clear sky
495,Oksfjord,NO,70.2396,22.3479,55.47,88,100,5.41,overcast clouds
496,Ipixuna,BR,-1.7625,-48.8043,95.58,31,67,3.69,broken clouds
497,La Ronge,CA,55.1001,-105.2842,77.22,46,75,16.11,broken clouds
498,Qixia,CN,37.2975,120.8256,75.27,98,89,4.09,light rain
499,Ponta Do Sol,PT,32.6667,-17.1,78.71,74,0,2.04,clear sky
500,Zhaotong,CN,27.3167,103.7167,63.07,88,52,1.03,broken clouds
501,Ohara,JP,35.25,140.3833,80.58,88,93,19.73,overcast clouds
502,Kutum,SD,14.2,24.6667,77.31,62,88,10.2,light rain
503,Hilton Head Island,US,32.2163,-80.7526,88.99,75,20,3.44,few clouds
504,Hope,US,33.6671,-93.5916,99.99,40,64,4.47,broken clouds
505,Bhakkar,PK,31.6253,71.0657,99.28,37,16,10.8,few clouds
506,Sambava,MG,-14.2667,50.1667,71.42,81,54,13.22,broken clouds
507,Uyuni,BO,-20.4597,-66.825,48.52,7,0,20.15,clear sky
508,Houma,US,29.5958,-90.7195,89.6,62,40,11.5,scattered clouds
509,San Miguel,SV,13.4833,-88.1833,89.2,72,0,5.75,clear sky
510,Siocon,PH,7.7061,122.1353,77.79,89,100,7.76,moderate rain
511,Ternate,ID,0.8,127.4,78.87,84,95,7.4,overcast clouds
512,Jieshi,CN,22.8134,115.8257,81.79,83,97,16.82,moderate rain
513,Alofi,NU,-19.0595,-169.9187,76.35,75,4,20.22,clear sky
514,Ayutla,MX,20.1167,-104.3333,75.52,68,77,2.33,broken clouds
515,Marzuq,YE,14.4,46.4667,78.48,70,31,5.86,light rain
516,Gilbues,BR,-9.8317,-45.3439,95.77,19,62,9.08,broken clouds
517,Yen Bai,VN,21.7,104.8667,75.74,97,50,2.39,scattered clouds
518,Dukat,RU,62.55,155.55,54.5,84,41,5.64,scattered clouds
519,New Scone,GB,56.4194,-3.4051,69.26,72,79,5.01,broken clouds
520,Kedrovyy,RU,56.1667,91.8167,52.21,77,26,2.68,scattered clouds
521,Ketchikan,US,55.3422,-131.6461,63.07,63,20,10.36,few clouds
522,Vzmorye,RU,54.6961,20.2361,66.0,73,40,5.64,scattered clouds
523,Tigil,RU,57.8,158.6667,50.99,73,43,0.65,scattered clouds
524,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,62.82,61,88,10.96,overcast clouds
525,Moranbah,AU,-22.0016,148.0466,49.96,52,0,8.23,clear sky
526,Lakatoro,VU,-16.0999,167.4164,77.32,84,1,6.46,clear sky
527,Miri,MY,4.4148,114.0089,78.94,94,20,3.44,few clouds
528,Riyadh,SA,24.6877,46.7219,104.14,18,33,12.68,scattered clouds
529,Havelock,US,34.8791,-76.9013,93.15,70,40,13.8,scattered clouds
530,West Wendover,US,40.7391,-114.0733,79.81,41,0,5.75,clear sky
531,Broome,US,42.2506,-75.833,91.54,60,40,10.36,scattered clouds
532,Altamira,BR,-3.2033,-52.2064,98.69,41,40,5.75,scattered clouds
533,Marrakesh,MA,31.6315,-8.0083,95.07,24,0,10.36,clear sky
534,Yerofey Pavlovich,RU,53.9667,121.9667,51.24,82,100,9.8,overcast clouds
535,Gorontalo,ID,0.5412,123.0595,74.52,95,99,3.0,overcast clouds
536,Yerbogachen,RU,61.2767,108.0108,48.49,96,100,3.44,overcast clouds
537,Yeniseysk,RU,58.4497,92.1703,57.58,79,50,3.02,scattered clouds
538,Jacareacanga,BR,-6.2222,-57.7528,97.03,31,30,3.8,scattered clouds
539,Makat,KZ,47.6469,53.3463,88.56,26,74,10.8,broken clouds
540,Bama,NG,11.5221,13.6856,78.8,69,95,1.28,overcast clouds
541,Taber,CA,49.8167,-112.1518,88.0,22,2,9.22,clear sky
542,Nantucket,US,41.2835,-70.0995,87.91,79,0,18.41,clear sky
543,Daru,PG,-9.0763,143.2092,76.53,84,87,15.23,overcast clouds
544,Humaita,BR,-7.5061,-63.0208,98.62,33,24,1.48,few clouds
545,Margate,GB,51.3813,1.3862,71.31,77,7,4.0,clear sky
546,Honningsvag,NO,70.9821,25.9704,51.55,76,100,11.5,overcast clouds
547,Novaya Malykla,RU,54.2,49.95,71.69,66,89,4.94,overcast clouds
548,Kargasok,RU,59.0556,80.8572,58.37,72,66,6.55,broken clouds
549,Puri,IN,19.8,85.85,81.12,87,99,17.45,overcast clouds
550,Belomorsk,RU,64.5232,34.7668,59.34,62,100,5.03,overcast clouds
551,Glossa,GR,35.4717,23.7763,83.08,65,0,1.72,clear sky
552,Bodo,NO,67.28,14.405,57.94,78,75,3.44,broken clouds
553,Berlevag,NO,70.8578,29.0864,51.8,76,100,17.27,overcast clouds
554,Sirari,TZ,-1.2333,34.4333,65.82,68,76,1.77,broken clouds
555,Garowe,SO,8.4054,48.4845,83.32,40,63,20.38,broken clouds
556,Coxim,BR,-18.5067,-54.76,88.39,40,94,7.05,overcast clouds
557,Madang,PG,-5.2246,145.7966,76.73,85,88,5.12,overcast clouds
558,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,52,0,14.97,clear sky
559,Gazojak,TM,41.1875,61.4036,85.08,21,38,14.27,scattered clouds
560,Wanxian,CN,30.8039,108.3897,83.95,82,100,3.24,overcast clouds
561,Okhotsk,RU,59.3833,143.3,56.61,83,100,13.49,overcast clouds
562,Turki,RU,51.987,43.2731,69.17,51,15,8.05,few clouds
563,Rzeszow,PL,50.0413,21.999,68.63,53,0,9.22,clear sky
564,Eureka,US,40.8021,-124.1637,68.2,80,11,1.01,few clouds
565,Launceston,AU,-41.45,147.1667,36.16,94,7,4.61,clear sky
566,Veisiejai,LT,54.1,23.7,61.29,76,65,5.12,broken clouds
567,San Rafael Del Sur,NI,11.8485,-86.4384,81.57,65,98,12.5,overcast clouds
568,Sovetskiy,RU,61.3614,63.5842,71.46,56,62,3.49,broken clouds
569,Minokamo,JP,35.482,137.0217,81.37,94,75,1.14,broken clouds
570,Mwense,ZM,-10.3845,28.698,69.1,35,9,5.86,clear sky
571,Biltine,TD,14.5333,20.9167,85.28,59,88,10.8,light rain
572,Vite,IN,17.2833,74.55,70.32,96,100,20.02,overcast clouds
573,Almunecar,ES,36.7339,-3.6907,92.43,66,0,0.31,clear sky
574,Along,IN,28.1667,94.7667,77.74,95,69,1.95,broken clouds
575,Vernon,CA,50.2581,-119.2691,92.23,30,0,2.3,clear sky
576,Labuhan,ID,-6.8844,112.2051,76.95,83,50,7.16,scattered clouds
577,Onguday,RU,50.75,86.15,55.74,83,77,1.34,broken clouds
578,Parchim,DE,53.4263,11.8488,72.72,55,58,8.84,broken clouds
579,Lobva,RU,59.1854,60.5185,67.37,86,94,1.68,light rain
580,Andijon,UZ,40.7821,72.3442,85.28,24,42,2.86,scattered clouds
581,Tambovka,RU,50.0969,128.0489,52.16,91,55,7.52,broken clouds
582,Agustin Codazzi,CO,10.0341,-73.2361,97.72,38,13,4.38,few clouds
583,Bamnet Narong,TH,15.4992,101.6897,73.6,95,100,10.56,light rain
584,Yuancheng,CN,36.652,107.7896,76.23,78,43,4.16,scattered clouds
585,Ranipur,PK,27.2879,68.5051,92.57,61,96,7.92,overcast clouds
586,Cavalcante,BR,-13.7975,-47.4583,90.97,20,23,7.29,few clouds
587,Jumla,NP,29.2747,82.1838,63.95,89,88,2.06,overcast clouds
588,Miloslavskoye,RU,53.5815,39.4399,76.01,38,35,5.01,heavy intensity rain
589,Vestmanna,FO,62.1564,-7.1664,50.92,100,100,11.5,overcast clouds
590,Monrovia,LR,6.3005,-10.7969,76.77,76,91,10.31,overcast clouds
591,Alvinopolis,BR,-20.1067,-43.0489,83.46,31,99,6.06,overcast clouds
592,Bosaso,SO,11.2842,49.1816,88.3,55,56,3.36,broken clouds
593,Qaqortoq,GL,60.7167,-46.0333,46.8,73,100,6.38,overcast clouds
594,Pemangkat,ID,1.1667,108.9667,78.98,83,10,6.06,clear sky
595,Wum,CM,6.3833,10.0667,66.51,96,99,1.07,moderate rain
596,Gerash,IR,27.6652,54.1371,95.14,28,2,4.54,clear sky
597,Cabral,DO,18.25,-71.2167,89.46,70,75,16.11,broken clouds
598,Koceljeva,RS,44.4736,19.8117,80.37,39,38,9.93,scattered clouds
599,Kota Kinabalu,MY,5.9749,116.0724,78.78,94,20,3.44,few clouds
600,Yokadouma,CM,3.5167,15.05,73.49,82,37,2.3,scattered clouds
601,Mashhad,IR,36.297,59.6062,80.74,41,0,0.0,clear sky
602,Palmer,US,42.1584,-72.3287,95.77,54,40,12.66,scattered clouds
603,Bayji,IQ,34.9311,43.487,96.26,13,0,10.2,clear sky
604,Kolda,SN,12.8833,-14.95,91.71,70,75,4.61,broken clouds
605,Kaeo,NZ,-35.1,173.7833,50.32,96,65,3.89,broken clouds
606,Bristol,US,41.8334,-71.1662,98.08,63,0,14.97,clear sky
607,Riohacha,CO,11.5444,-72.9072,92.98,51,1,16.71,clear sky
608,Casablanca,MA,33.5928,-7.6192,80.82,64,20,9.22,few clouds
609,Lebowakgomo,ZA,-24.2,29.5,68.9,16,0,10.22,clear sky
610,Atoyac,MX,20.0167,-103.5333,79.12,62,81,3.65,broken clouds
611,Bam,IR,29.106,58.357,94.42,13,0,7.7,clear sky
612,Turukhansk,RU,65.8167,87.9833,59.43,91,26,8.52,scattered clouds
613,Ambovombe,MG,-25.1667,46.0833,67.66,84,17,20.2,few clouds
614,Tautira,PF,-17.7333,-149.15,74.86,61,93,15.86,overcast clouds
615,Imeni Poliny Osipenko,RU,52.4201,136.4853,55.63,98,86,4.76,overcast clouds
616,Puerto Leguizamo,CO,-0.1934,-74.7819,85.46,66,86,1.3,overcast clouds
617,Taga,RO,46.95,24.05,73.72,92,85,1.88,heavy intensity rain
618,Bendigo,AU,-36.7667,144.2833,35.64,51,2,4.97,clear sky
619,Storozhevaya,RU,43.8789,41.4514,57.81,84,23,4.27,few clouds
620,Nalut,LY,30.3333,10.85,90.88,18,0,13.91,clear sky
621,Saposoa,PE,-6.934,-76.7716,88.61,47,17,3.67,few clouds
622,Guamuchil,MX,25.4667,-108.1,87.75,45,94,2.28,overcast clouds
623,Wladyslawowo,PL,54.7909,18.4009,67.01,72,42,3.65,scattered clouds
624,Cam Ranh,VN,11.9214,109.1591,78.76,83,40,3.44,scattered clouds
625,Sitia,GR,35.2,26.0986,82.98,82,1,9.95,clear sky
626,Beira,MZ,-19.8436,34.8389,66.29,88,0,4.61,clear sky
627,Axim,GH,4.8699,-2.2405,76.19,79,50,8.19,scattered clouds
628,Teguise,ES,29.0605,-13.564,75.42,65,20,24.16,few clouds
629,Waipawa,NZ,-41.4122,175.5153,46.49,87,100,16.67,moderate rain
630,Castelldefels,ES,41.2779,1.9703,87.48,59,0,5.75,clear sky
631,Araouane,ML,18.9048,-3.5265,110.39,7,4,12.91,clear sky
632,Tuatapere,NZ,-46.1333,167.6833,27.84,92,14,4.81,few clouds
633,Atambua,ID,-9.1061,124.8925,70.79,84,68,4.74,broken clouds
634,Boa Esperanca Do Sul,BR,-21.9925,-48.3908,77.34,55,100,6.26,overcast clouds
635,Dom Pedro,BR,-4.4833,-44.45,97.68,18,14,3.96,few clouds
636,Chumikan,RU,54.7183,135.315,53.51,96,97,3.53,overcast clouds
637,Lima,PE,-12.0432,-77.0282,69.91,67,100,9.22,overcast clouds
638,Pochutla,MX,15.7432,-96.4661,90.82,54,88,6.51,overcast clouds
639,Tinyahuarco,PE,-10.75,-76.3,51.6,42,56,13.44,broken clouds
640,Iquique,CL,-20.2208,-70.1431,60.84,65,1,5.32,clear sky
641,Hammerfest,NO,70.6634,23.6821,50.45,87,75,10.36,broken clouds
642,Vostok,RU,46.4856,135.8833,54.63,97,6,5.55,clear sky
643,Kruisfontein,ZA,-34.0033,24.7314,59.88,91,41,3.18,scattered clouds
644,Tanggu,CN,39.0211,117.6469,75.16,70,100,12.77,overcast clouds
645,Lakes Entrance,AU,-37.8811,147.981,36.16,92,7,4.76,clear sky
646,Dickinson,US,29.4608,-95.0513,97.09,62,75,7.0,broken clouds
647,Kiunga,PG,-6.1219,141.2906,72.84,99,98,3.56,overcast clouds
648,San Vicente,AR,-26.6167,-54.1333,64.29,78,76,3.49,broken clouds
649,Fuxin,CN,42.0156,121.6589,68.45,65,100,3.89,overcast clouds
650,Voh,NC,-20.9667,164.7,67.59,84,97,7.83,overcast clouds
651,Adrar,MR,20.5022,-10.0711,110.19,8,19,8.81,few clouds
652,Linqiong,CN,30.4159,103.4609,84.02,88,91,2.89,overcast clouds
653,De-Kastri,RU,51.4667,140.7833,60.8,99,99,0.74,overcast clouds
654,Manaure,CO,11.7751,-72.4445,92.03,49,0,20.89,clear sky
655,Aksarka,RU,66.5606,67.7975,64.24,83,37,11.99,light rain
656,Flinders,AU,-34.5833,150.8552,50.38,76,15,11.12,light rain
657,Southbridge,US,42.0751,-72.0334,95.95,62,38,3.0,scattered clouds
658,Lensk,RU,60.7253,114.9278,50.25,96,94,3.51,overcast clouds
659,Batouri,CM,4.4333,14.3667,71.37,88,84,1.43,broken clouds
660,Mahon,ES,39.8885,4.2658,86.56,62,0,5.75,clear sky
661,Petrivka,UA,46.9695,30.9591,83.23,24,1,8.57,clear sky
662,Ziezmariai,LT,54.8,24.45,62.69,85,50,3.94,scattered clouds
663,Surat Thani,TH,9.1667,99.25,78.12,79,99,6.58,overcast clouds
664,Glenwood Springs,US,39.5505,-107.3248,87.4,32,40,5.75,scattered clouds
665,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,60,40,0.0,scattered clouds
666,Mantua,IT,45.1667,10.7833,87.04,65,61,1.41,broken clouds
667,Port Macquarie,AU,-31.4333,152.9167,41.9,86,5,11.01,clear sky
668,Tiruchchendur,IN,8.4833,78.1167,81.14,71,100,13.96,overcast clouds
669,Shingu,JP,33.7333,135.9833,78.24,92,99,4.94,overcast clouds
670,Grand-Lahou,CI,5.1367,-5.0242,76.3,78,97,9.75,overcast clouds
671,Grand Gaube,MU,-20.0064,57.6608,70.2,76,13,1.01,few clouds
672,Warrington,GB,53.3925,-2.5802,74.44,52,0,9.22,clear sky
673,Mackenzie,CA,55.2999,-123.1698,64.62,45,0,8.05,clear sky
674,Yarmouth,US,41.7057,-70.2286,93.67,70,0,23.02,clear sky
675,Zharkent,KZ,44.1628,80.0,69.13,66,22,7.49,few clouds
676,Abu Kamal,SY,34.4506,40.9171,95.59,14,0,5.91,clear sky
677,Mabaruma,GY,8.2,-59.7833,84.2,79,75,11.5,broken clouds
678,Zyryanka,RU,65.75,150.85,62.71,69,1,6.17,clear sky
679,Kangaatsiaq,GL,68.3065,-53.4641,40.77,94,100,10.63,overcast clouds
680,Namatanai,PG,-3.6667,152.4333,77.94,83,75,4.36,light rain
681,Junin,AR,-34.5838,-60.9433,55.76,49,100,6.24,moderate rain
682,Urumqi,CN,43.801,87.6005,77.95,47,0,8.95,clear sky
683,Wagar,SD,16.1525,36.2032,86.56,54,97,10.83,overcast clouds
684,Ormara,PK,25.2088,64.6357,82.51,85,79,10.56,broken clouds
685,Port Augusta,AU,-32.5,137.7667,42.89,68,0,3.02,clear sky
686,Nkan,GA,0.3833,9.7833,77.43,75,100,7.52,overcast clouds
687,Bontang,ID,0.1333,117.5,77.7,86,88,6.26,overcast clouds
688,Pierre,US,44.3683,-100.351,81.52,50,0,9.22,clear sky
689,Surt,LY,31.2089,16.5887,82.8,71,0,11.86,clear sky
690,Solnechnyy,RU,50.7214,136.6319,56.17,96,48,4.18,scattered clouds
691,Yarensk,RU,62.1675,49.0916,57.33,66,84,2.82,broken clouds
692,Asfi,MA,32.2994,-9.2372,72.19,72,0,18.21,clear sky
693,Mnogovershinnyy,RU,53.9353,139.9242,57.81,99,100,1.88,overcast clouds
694,Andilamena,MG,-17.0167,48.5833,55.15,91,44,8.72,scattered clouds
695,Aswan,EG,24.0934,32.907,99.0,18,7,12.91,clear sky
696,Fort Nelson,CA,58.8053,-122.7002,65.79,42,20,12.66,few clouds
697,Zhumadian,CN,32.9794,114.0294,84.79,74,97,6.17,overcast clouds
698,Qabaqcol,AZ,41.72,46.2647,76.01,60,63,7.25,broken clouds
699,Hervey Bay,AU,-25.2986,152.8535,54.46,68,0,9.04,clear sky
700,Christchurch,NZ,-43.5333,172.6333,38.91,90,100,5.75,overcast clouds
701,Skagen,DK,57.7209,10.5839,60.57,75,8,12.86,clear sky
702,Usinsk,RU,65.9939,57.5281,61.0,63,83,7.23,broken clouds
703,Port Lincoln,AU,-34.7333,135.8667,52.09,76,0,10.65,clear sky
704,Tigre,AR,-34.426,-58.5796,57.34,64,75,13.8,broken clouds
705,Nicoya,CR,10.1483,-85.452,78.55,84,99,5.61,overcast clouds
706,Aasiaat,GL,68.7098,-52.8699,38.73,95,100,7.76,overcast clouds
707,Senneterre,CA,48.3835,-77.2328,60.48,64,100,6.15,light rain
708,Vila,PT,42.0304,-8.1588,77.7,58,26,5.91,scattered clouds
